filename,class,split
Normal/Normal- (3173).jpg,Normal,train
Stone/Stone- (1234).jpg,Stone,train
Tumor/Tumor- (1285).jpg,Tumor,train
Cyst/Cyst- (1083).jpg,Cyst,train
Cyst/Cyst- (2554).jpg,Cyst,train
Cyst/Cyst- (1028).jpg,Cyst,train
Normal/Normal- (1347).jpg,Normal,train
Cyst/Cyst- (201).jpg,Cyst,train
Tumor/Tumor- (1621).jpg,Tumor,train
Normal/Normal- (2006).jpg,Normal,train
Normal/Normal- (1010).jpg,Normal,train
Tumor/Tumor- (1458).jpg,Tumor,train
Tumor/Tumor- (1179).jpg,Tumor,train
Normal/Normal- (2523).jpg,Normal,train
Normal/Normal- (1406).jpg,Normal,train
Normal/Normal- (2906).jpg,Normal,train
Tumor/Tumor- (1352).jpg,Tumor,train
Normal/Normal- (1485).jpg,Normal,train
Normal/Normal- (2496).jpg,Normal,train
Normal/Normal- (2436).jpg,Normal,train
Cyst/Cyst- (2617).jpg,Cyst,train
Normal/Normal- (2635).jpg,Normal,train
Normal/Normal- (3143).jpg,Normal,train
Stone/Stone- (238).jpg,Stone,train
Normal/Normal- (1728).jpg,Normal,train
Tumor/Tumor- (1396).jpg,Tumor,train
Cyst/Cyst- (216).jpg,Cyst,train
Normal/Normal- (2626).jpg,Normal,train
Cyst/Cyst- (127).jpg,Cyst,train
Stone/Stone- (1130).jpg,Stone,train
Normal/Normal- (2294).jpg,Normal,train
Tumor/Tumor- (123).jpg,Tumor,train
Cyst/Cyst- (1335).jpg,Cyst,train
Cyst/Cyst- (1047).jpg,Cyst,train
Normal/Normal- (1302).jpg,Normal,train
Normal/Normal- (3259).jpg,Normal,train
Cyst/Cyst- (2100).jpg,Cyst,train
Cyst/Cyst- (2024).jpg,Cyst,train
Normal/Normal- (226).jpg,Normal,train
Normal/Normal- (1756).jpg,Normal,train
Normal/Normal- (1869).jpg,Normal,train
Cyst/Cyst- (1213).jpg,Cyst,train
Cyst/Cyst- (1439).jpg,Cyst,train
Normal/Normal- (2322).jpg,Normal,train
Normal/Normal- (2837).jpg,Normal,train
Tumor/Tumor- (1932).jpg,Tumor,train
Cyst/Cyst- (2274).jpg,Cyst,train
Stone/Stone- (161).jpg,Stone,train
Cyst/Cyst- (1950).jpg,Cyst,train
Normal/Normal- (3002).jpg,Normal,train
Tumor/Tumor- (1138).jpg,Tumor,train
Cyst/Cyst- (1926).jpg,Cyst,train
Tumor/Tumor- (1630).jpg,Tumor,train
Cyst/Cyst- (2151).jpg,Cyst,train
Cyst/Cyst- (1845).jpg,Cyst,train
Tumor/Tumor- (190).jpg,Tumor,train
Cyst/Cyst- (1615).jpg,Cyst,train
Normal/Normal- (2163).jpg,Normal,train
Tumor/Tumor- (1676).jpg,Tumor,train
Tumor/Tumor- (1457).jpg,Tumor,train
Stone/Stone- (205).jpg,Stone,train
Cyst/Cyst- (2095).jpg,Cyst,train
Cyst/Cyst- (2618).jpg,Cyst,train
Normal/Normal- (1941).jpg,Normal,train
Normal/Normal- (227).jpg,Normal,train
Cyst/Cyst- (2196).jpg,Cyst,train
Cyst/Cyst- (1746).jpg,Cyst,train
Normal/Normal- (2565).jpg,Normal,train
Normal/Normal- (1832).jpg,Normal,train
Tumor/Tumor- (1361).jpg,Tumor,train
Cyst/Cyst- (2257).jpg,Cyst,train
Tumor/Tumor- (1555).jpg,Tumor,train
Normal/Normal- (2268).jpg,Normal,train
Normal/Normal- (2186).jpg,Normal,train
Cyst/Cyst- (1802).jpg,Cyst,train
Normal/Normal- (1317).jpg,Normal,train
Stone/Stone- (1043).jpg,Stone,train
Cyst/Cyst- (1373).jpg,Cyst,train
Tumor/Tumor- (1220).jpg,Tumor,train
Cyst/Cyst- (1448).jpg,Cyst,train
Normal/Normal- (2920).jpg,Normal,train
Normal/Normal- (3073).jpg,Normal,train
Normal/Normal- (1386).jpg,Normal,train
Cyst/Cyst- (1527).jpg,Cyst,train
Tumor/Tumor- (1988).jpg,Tumor,train
Cyst/Cyst- (2178).jpg,Cyst,train
Cyst/Cyst- (1965).jpg,Cyst,train
Cyst/Cyst- (2421).jpg,Cyst,train
Cyst/Cyst- (1901).jpg,Cyst,train
Normal/Normal- (185).jpg,Normal,train
Cyst/Cyst- (1376).jpg,Cyst,train
Cyst/Cyst- (1763).jpg,Cyst,train
Tumor/Tumor- (127).jpg,Tumor,train
Tumor/Tumor- (1990).jpg,Tumor,train
Normal/Normal- (1400).jpg,Normal,train
Tumor/Tumor- (1769).jpg,Tumor,train
Stone/Stone- (1304).jpg,Stone,train
Cyst/Cyst- (2518).jpg,Cyst,train
Normal/Normal- (203).jpg,Normal,train
Stone/Stone- (175).jpg,Stone,train
Normal/Normal- (3203).jpg,Normal,train
Tumor/Tumor- (1502).jpg,Tumor,train
Tumor/Tumor- (1812).jpg,Tumor,train
Cyst/Cyst- (26).jpg,Cyst,train
Cyst/Cyst- (1399).jpg,Cyst,train
Tumor/Tumor- (1850).jpg,Tumor,train
Normal/Normal- (1274).jpg,Normal,train
Stone/Stone- (11).jpg,Stone,train
Stone/Stone- (289).jpg,Stone,train
Tumor/Tumor- (1638).jpg,Tumor,train
Tumor/Tumor- (1438).jpg,Tumor,train
Normal/Normal- (1582).jpg,Normal,train
Cyst/Cyst- (2620).jpg,Cyst,train
Stone/Stone- (222).jpg,Stone,train
Normal/Normal- (2272).jpg,Normal,train
Stone/Stone- (185).jpg,Stone,train
Normal/Normal- (288).jpg,Normal,train
Normal/Normal- (190).jpg,Normal,train
Stone/Stone- (249).jpg,Stone,train
Cyst/Cyst- (1664).jpg,Cyst,train
Normal/Normal- (1053).jpg,Normal,train
Cyst/Cyst- (1561).jpg,Cyst,train
Cyst/Cyst- (1880).jpg,Cyst,train
Stone/Stone- (1022).jpg,Stone,train
Normal/Normal- (326).jpg,Normal,train
Cyst/Cyst- (1827).jpg,Cyst,train
Tumor/Tumor- (1533).jpg,Tumor,train
Normal/Normal- (2632).jpg,Normal,train
Cyst/Cyst- (1457).jpg,Cyst,train
Cyst/Cyst- (1477).jpg,Cyst,train
Normal/Normal- (3199).jpg,Normal,train
Cyst/Cyst- (1443).jpg,Cyst,train
Normal/Normal- (1885).jpg,Normal,train
Tumor/Tumor- (1656).jpg,Tumor,train
Cyst/Cyst- (2231).jpg,Cyst,train
Stone/Stone- (1094).jpg,Stone,train
Normal/Normal- (3081).jpg,Normal,train
Normal/Normal- (1724).jpg,Normal,train
Normal/Normal- (2291).jpg,Normal,train
Stone/Stone- (1375).jpg,Stone,train
Cyst/Cyst- (2559).jpg,Cyst,train
Cyst/Cyst- (1007).jpg,Cyst,train
Cyst/Cyst- (2629).jpg,Cyst,train
Tumor/Tumor- (1629).jpg,Tumor,train
Normal/Normal- (2535).jpg,Normal,train
Stone/Stone- (256).jpg,Stone,train
Cyst/Cyst- (1306).jpg,Cyst,train
Tumor/Tumor- (1132).jpg,Tumor,train
Cyst/Cyst- (1348).jpg,Cyst,train
Tumor/Tumor- (1879).jpg,Tumor,train
Normal/Normal- (2734).jpg,Normal,train
Normal/Normal- (2861).jpg,Normal,train
Cyst/Cyst- (2265).jpg,Cyst,train
Stone/Stone- (1269).jpg,Stone,train
Stone/Stone- (219).jpg,Stone,train
Cyst/Cyst- (1515).jpg,Cyst,train
Cyst/Cyst- (1353).jpg,Cyst,train
Normal/Normal- (1636).jpg,Normal,train
Normal/Normal- (1200).jpg,Normal,train
Normal/Normal- (1715).jpg,Normal,train
Normal/Normal- (1484).jpg,Normal,train
Cyst/Cyst- (169).jpg,Cyst,train
Normal/Normal- (1696).jpg,Normal,train
Cyst/Cyst- (2191).jpg,Cyst,train
Normal/Normal- (2195).jpg,Normal,train
Cyst/Cyst- (2124).jpg,Cyst,train
Normal/Normal- (1921).jpg,Normal,train
Tumor/Tumor- (1526).jpg,Tumor,train
Tumor/Tumor- (1888).jpg,Tumor,train
Normal/Normal- (2344).jpg,Normal,train
Normal/Normal- (2940).jpg,Normal,train
Normal/Normal- (2147).jpg,Normal,train
Cyst/Cyst- (1279).jpg,Cyst,train
Stone/Stone- (1211).jpg,Stone,train
Normal/Normal- (1507).jpg,Normal,train
Tumor/Tumor- (1556).jpg,Tumor,train
Normal/Normal- (3277).jpg,Normal,train
Normal/Normal- (3230).jpg,Normal,train
Normal/Normal- (2501).jpg,Normal,train
Cyst/Cyst- (1220).jpg,Cyst,train
Normal/Normal- (308).jpg,Normal,train
Normal/Normal- (2197).jpg,Normal,train
Normal/Normal- (2728).jpg,Normal,train
Normal/Normal- (3094).jpg,Normal,train
Normal/Normal- (1815).jpg,Normal,train
Normal/Normal- (2880).jpg,Normal,train
Normal/Normal- (2999).jpg,Normal,train
Cyst/Cyst- (2426).jpg,Cyst,train
Normal/Normal- (1592).jpg,Normal,train
Tumor/Tumor- (1088).jpg,Tumor,train
Stone/Stone- (1348).jpg,Stone,train
Tumor/Tumor- (1693).jpg,Tumor,train
Normal/Normal- (1803).jpg,Normal,train
Normal/Normal- (1077).jpg,Normal,train
Tumor/Tumor- (1433).jpg,Tumor,train
Stone/Stone- (236).jpg,Stone,train
Normal/Normal- (1947).jpg,Normal,train
Normal/Normal- (310).jpg,Normal,train
Normal/Normal- (1122).jpg,Normal,train
Cyst/Cyst- (2447).jpg,Cyst,train
Cyst/Cyst- (1779).jpg,Cyst,train
Cyst/Cyst- (1172).jpg,Cyst,train
Tumor/Tumor- (1217).jpg,Tumor,train
Normal/Normal- (1424).jpg,Normal,train
Stone/Stone- (1056).jpg,Stone,train
Normal/Normal- (2112).jpg,Normal,train
Normal/Normal- (3140).jpg,Normal,train
Normal/Normal- (2012).jpg,Normal,train
Normal/Normal- (2821).jpg,Normal,train
Tumor/Tumor- (1296).jpg,Tumor,train
Tumor/Tumor- (1348).jpg,Tumor,train
Tumor/Tumor- (1109).jpg,Tumor,train
Normal/Normal- (2937).jpg,Normal,train
Normal/Normal- (1541).jpg,Normal,train
Normal/Normal- (1182).jpg,Normal,train
Cyst/Cyst- (1227).jpg,Cyst,train
Cyst/Cyst- (2497).jpg,Cyst,train
Cyst/Cyst- (2235).jpg,Cyst,train
Cyst/Cyst- (2299).jpg,Cyst,train
Tumor/Tumor- (1442).jpg,Tumor,train
Normal/Normal- (2080).jpg,Normal,train
Normal/Normal- (117).jpg,Normal,train
Tumor/Tumor- (2014).jpg,Tumor,train
Tumor/Tumor- (1736).jpg,Tumor,train
Normal/Normal- (1963).jpg,Normal,train
Normal/Normal- (173).jpg,Normal,train
Tumor/Tumor- (1867).jpg,Tumor,train
Normal/Normal- (2239).jpg,Normal,train
Normal/Normal- (2797).jpg,Normal,train
Cyst/Cyst- (2383).jpg,Cyst,train
Normal/Normal- (1573).jpg,Normal,train
Normal/Normal- (3058).jpg,Normal,train
Normal/Normal- (1375).jpg,Normal,train
Cyst/Cyst- (1259).jpg,Cyst,train
Normal/Normal- (3268).jpg,Normal,train
Normal/Normal- (1401).jpg,Normal,train
Cyst/Cyst- (1228).jpg,Cyst,train
Normal/Normal- (1284).jpg,Normal,train
Tumor/Tumor- (1156).jpg,Tumor,train
Stone/Stone- (141).jpg,Stone,train
Normal/Normal- (3098).jpg,Normal,train
Cyst/Cyst- (2341).jpg,Cyst,train
Cyst/Cyst- (1583).jpg,Cyst,train
Tumor/Tumor- (1238).jpg,Tumor,train
Stone/Stone- (128).jpg,Stone,train
Stone/Stone- (159).jpg,Stone,train
Normal/Normal- (2553).jpg,Normal,train
Normal/Normal- (2166).jpg,Normal,train
Normal/Normal- (2672).jpg,Normal,train
Normal/Normal- (2548).jpg,Normal,train
Cyst/Cyst- (1959).jpg,Cyst,train
Normal/Normal- (1153).jpg,Normal,train
Cyst/Cyst- (2626).jpg,Cyst,train
Normal/Normal- (2124).jpg,Normal,train
Tumor/Tumor- (1729).jpg,Tumor,train
Cyst/Cyst- (1666).jpg,Cyst,train
Normal/Normal- (3266).jpg,Normal,train
Tumor/Tumor- (1993).jpg,Tumor,train
Normal/Normal- (2141).jpg,Normal,train
Cyst/Cyst- (1229).jpg,Cyst,train
Normal/Normal- (1795).jpg,Normal,train
Normal/Normal- (1194).jpg,Normal,train
Normal/Normal- (1524).jpg,Normal,train
Stone/Stone- (1359).jpg,Stone,train
Normal/Normal- (2644).jpg,Normal,train
Normal/Normal- (1853).jpg,Normal,train
Cyst/Cyst- (2038).jpg,Cyst,train
Stone/Stone- (342).jpg,Stone,train
Normal/Normal- (102).jpg,Normal,train
Normal/Normal- (3225).jpg,Normal,train
Cyst/Cyst- (1529).jpg,Cyst,train
Normal/Normal- (2697).jpg,Normal,train
Normal/Normal- (1190).jpg,Normal,train
Stone/Stone- (1008).jpg,Stone,train
Normal/Normal- (2072).jpg,Normal,train
Normal/Normal- (1204).jpg,Normal,train
Stone/Stone- (118).jpg,Stone,train
Normal/Normal- (1745).jpg,Normal,train
Stone/Stone- (1157).jpg,Stone,train
Cyst/Cyst- (1070).jpg,Cyst,train
Normal/Normal- (1508).jpg,Normal,train
Normal/Normal- (1998).jpg,Normal,train
Stone/Stone- (1240).jpg,Stone,train
Tumor/Tumor- (1581).jpg,Tumor,train
Stone/Stone- (1116).jpg,Stone,train
Normal/Normal- (306).jpg,Normal,train
Tumor/Tumor- (1908).jpg,Tumor,train
Cyst/Cyst- (1897).jpg,Cyst,train
Tumor/Tumor- (1297).jpg,Tumor,train
Cyst/Cyst- (1682).jpg,Cyst,train
Normal/Normal- (1674).jpg,Normal,train
Cyst/Cyst- (2277).jpg,Cyst,train
Tumor/Tumor- (1590).jpg,Tumor,train
Normal/Normal- (261).jpg,Normal,train
Cyst/Cyst- (2067).jpg,Cyst,train
Normal/Normal- (1809).jpg,Normal,train
Cyst/Cyst- (1500).jpg,Cyst,train
Normal/Normal- (3007).jpg,Normal,train
Normal/Normal- (1909).jpg,Normal,train
Normal/Normal- (1473).jpg,Normal,train
Cyst/Cyst- (1523).jpg,Cyst,train
Tumor/Tumor- (2009).jpg,Tumor,train
Cyst/Cyst- (2260).jpg,Cyst,train
Stone/Stone- (1195).jpg,Stone,train
Normal/Normal- (1104).jpg,Normal,train
Cyst/Cyst- (1081).jpg,Cyst,train
Cyst/Cyst- (1114).jpg,Cyst,train
Cyst/Cyst- (234).jpg,Cyst,train
Stone/Stone- (283).jpg,Stone,train
Cyst/Cyst- (2470).jpg,Cyst,train
Normal/Normal- (2710).jpg,Normal,train
Normal/Normal- (2696).jpg,Normal,train
Cyst/Cyst- (137).jpg,Cyst,train
Cyst/Cyst- (2530).jpg,Cyst,train
Normal/Normal- (3207).jpg,Normal,train
Normal/Normal- (2604).jpg,Normal,train
Normal/Normal- (3144).jpg,Normal,train
Cyst/Cyst- (1133).jpg,Cyst,train
Tumor/Tumor- (1424).jpg,Tumor,train
Tumor/Tumor- (1189).jpg,Tumor,train
Tumor/Tumor- (1694).jpg,Tumor,train
Normal/Normal- (2381).jpg,Normal,train
Cyst/Cyst- (2113).jpg,Cyst,train
Normal/Normal- (1534).jpg,Normal,train
Cyst/Cyst- (1683).jpg,Cyst,train
Cyst/Cyst- (1192).jpg,Cyst,train
Stone/Stone- (232).jpg,Stone,train
Tumor/Tumor- (1320).jpg,Tumor,train
Tumor/Tumor- (1377).jpg,Tumor,train
Cyst/Cyst- (2309).jpg,Cyst,train
Cyst/Cyst- (2500).jpg,Cyst,train
Normal/Normal- (1330).jpg,Normal,train
Normal/Normal- (2017).jpg,Normal,train
Cyst/Cyst- (2444).jpg,Cyst,train
Stone/Stone- (1186).jpg,Stone,train
Normal/Normal- (2357).jpg,Normal,train
Cyst/Cyst- (2056).jpg,Cyst,train
Tumor/Tumor- (173).jpg,Tumor,train
Normal/Normal- (241).jpg,Normal,train
Tumor/Tumor- (1232).jpg,Tumor,train
Normal/Normal- (2400).jpg,Normal,train
Cyst/Cyst- (1525).jpg,Cyst,train
Tumor/Tumor- (1207).jpg,Tumor,train
Normal/Normal- (1229).jpg,Normal,train
Normal/Normal- (2733).jpg,Normal,train
Normal/Normal- (1871).jpg,Normal,train
Normal/Normal- (2784).jpg,Normal,train
Stone/Stone- (211).jpg,Stone,train
Cyst/Cyst- (1106).jpg,Cyst,train
Stone/Stone- (1194).jpg,Stone,train
Normal/Normal- (1776).jpg,Normal,train
Cyst/Cyst- (135).jpg,Cyst,train
Cyst/Cyst- (1920).jpg,Cyst,train
Tumor/Tumor- (1161).jpg,Tumor,train
Cyst/Cyst- (2045).jpg,Cyst,train
Cyst/Cyst- (2103).jpg,Cyst,train
Tumor/Tumor- (15).jpg,Tumor,train
Normal/Normal- (3040).jpg,Normal,train
Normal/Normal- (160).jpg,Normal,train
Cyst/Cyst- (1739).jpg,Cyst,train
Normal/Normal- (2804).jpg,Normal,train
Stone/Stone- (221).jpg,Stone,train
Normal/Normal- (1658).jpg,Normal,train
Stone/Stone- (201).jpg,Stone,train
Stone/Stone- (1266).jpg,Stone,train
Normal/Normal- (2032).jpg,Normal,train
Normal/Normal- (2593).jpg,Normal,train
Cyst/Cyst- (2322).jpg,Cyst,train
Stone/Stone- (183).jpg,Stone,train
Cyst/Cyst- (1157).jpg,Cyst,train
Cyst/Cyst- (1340).jpg,Cyst,train
Cyst/Cyst- (2328).jpg,Cyst,train
Cyst/Cyst- (1621).jpg,Cyst,train
Normal/Normal- (1044).jpg,Normal,train
Cyst/Cyst- (1217).jpg,Cyst,train
Normal/Normal- (2281).jpg,Normal,train
Tumor/Tumor- (1737).jpg,Tumor,train
Normal/Normal- (2500).jpg,Normal,train
Normal/Normal- (2136).jpg,Normal,train
Normal/Normal- (2168).jpg,Normal,train
Normal/Normal- (3249).jpg,Normal,train
Tumor/Tumor- (1845).jpg,Tumor,train
Tumor/Tumor- (1767).jpg,Tumor,train
Normal/Normal- (2881).jpg,Normal,train
Stone/Stone- (1204).jpg,Stone,train
Cyst/Cyst- (1570).jpg,Cyst,train
Normal/Normal- (2615).jpg,Normal,train
Cyst/Cyst- (2248).jpg,Cyst,train
Normal/Normal- (1323).jpg,Normal,train
Normal/Normal- (1172).jpg,Normal,train
Cyst/Cyst- (218).jpg,Cyst,train
Cyst/Cyst- (1341).jpg,Cyst,train
Normal/Normal- (2001).jpg,Normal,train
Normal/Normal- (2262).jpg,Normal,train
Cyst/Cyst- (2202).jpg,Cyst,train
Stone/Stone- (228).jpg,Stone,train
Tumor/Tumor- (1949).jpg,Tumor,train
Stone/Stone- (18).jpg,Stone,train
Normal/Normal- (2711).jpg,Normal,train
Stone/Stone- (1148).jpg,Stone,train
Normal/Normal- (3020).jpg,Normal,train
Normal/Normal- (1453).jpg,Normal,train
Tumor/Tumor- (1116).jpg,Tumor,train
Normal/Normal- (3164).jpg,Normal,train
Stone/Stone- (1179).jpg,Stone,train
Normal/Normal- (1184).jpg,Normal,train
Cyst/Cyst- (1517).jpg,Cyst,train
Cyst/Cyst- (1289).jpg,Cyst,train
Normal/Normal- (3234).jpg,Normal,train
Normal/Normal- (1494).jpg,Normal,train
Normal/Normal- (1547).jpg,Normal,train
Normal/Normal- (3281).jpg,Normal,train
Cyst/Cyst- (1483).jpg,Cyst,train
Normal/Normal- (2318).jpg,Normal,train
Cyst/Cyst- (1385).jpg,Cyst,train
Cyst/Cyst- (1269).jpg,Cyst,train
Cyst/Cyst- (1200).jpg,Cyst,train
Cyst/Cyst- (1640).jpg,Cyst,train
Stone/Stone- (1073).jpg,Stone,train
Normal/Normal- (2748).jpg,Normal,train
Cyst/Cyst- (2114).jpg,Cyst,train
Normal/Normal- (3153).jpg,Normal,train
Tumor/Tumor- (1881).jpg,Tumor,train
Normal/Normal- (2568).jpg,Normal,train
Normal/Normal- (1791).jpg,Normal,train
Tumor/Tumor- (101).jpg,Tumor,train
Normal/Normal- (197).jpg,Normal,train
Stone/Stone- (1147).jpg,Stone,train
Cyst/Cyst- (2132).jpg,Cyst,train
Stone/Stone- (1267).jpg,Stone,train
Normal/Normal- (3051).jpg,Normal,train
Normal/Normal- (2327).jpg,Normal,train
Cyst/Cyst- (1346).jpg,Cyst,train
Cyst/Cyst- (1728).jpg,Cyst,train
Normal/Normal- (2761).jpg,Normal,train
Stone/Stone- (21).jpg,Stone,train
Normal/Normal- (1253).jpg,Normal,train
Normal/Normal- (1025).jpg,Normal,train
Normal/Normal- (2127).jpg,Normal,train
Normal/Normal- (3062).jpg,Normal,train
Tumor/Tumor- (1875).jpg,Tumor,train
Cyst/Cyst- (2616).jpg,Cyst,train
Normal/Normal- (2024).jpg,Normal,train
Cyst/Cyst- (2433).jpg,Cyst,train
Normal/Normal- (2468).jpg,Normal,train
Normal/Normal- (2437).jpg,Normal,train
Normal/Normal- (2539).jpg,Normal,train
Cyst/Cyst- (1361).jpg,Cyst,train
Cyst/Cyst- (1983).jpg,Cyst,train
Cyst/Cyst- (2172).jpg,Cyst,train
Tumor/Tumor- (1057).jpg,Tumor,train
Tumor/Tumor- (1110).jpg,Tumor,train
Cyst/Cyst- (230).jpg,Cyst,train
Cyst/Cyst- (2656).jpg,Cyst,train
Tumor/Tumor- (1689).jpg,Tumor,train
Tumor/Tumor- (1696).jpg,Tumor,train
Tumor/Tumor- (1468).jpg,Tumor,train
Normal/Normal- (253).jpg,Normal,train
Cyst/Cyst- (1293).jpg,Cyst,train
Normal/Normal- (1266).jpg,Normal,train
Normal/Normal- (2977).jpg,Normal,train
Cyst/Cyst- (257).jpg,Cyst,train
Cyst/Cyst- (2397).jpg,Cyst,train
Normal/Normal- (1018).jpg,Normal,train
Cyst/Cyst- (2008).jpg,Cyst,train
Normal/Normal- (2131).jpg,Normal,train
Cyst/Cyst- (2161).jpg,Cyst,train
Normal/Normal- (2606).jpg,Normal,train
Stone/Stone- (269).jpg,Stone,train
